,asin,description,title,price
140,140,"Wholesome products for wholesome kids. For Peanut Butter lovers, Peter Pan Peanut Butters and Peanut Spreads are pure, honest food your whole family can enjoy. With several different creamy and crunchy varieties available, you can pick up a jar to suit each family member's tastes. ABOUT CONAGRA Peter Pan is a member of the ConAgra Foods family, one of the largest packaged foods companies in North America with major presence in retail outlets, foodservice and restaurants, and in ingredients. Our more than 70 brands--which include favorites such as Pam, Hunt's, Healthy Choice, Wesson, Swiss Miss, Rotel, Peter Pan, Marie Callender's, Hebrew National, Wolf Brand Chili, Rosarita, Egg Beaters, Chef Boyardee, and more--are in 96% of U.S. households, and more than 30% of ConAgra Foods brands are number one in their category.","Peter Pan Honey Roast Creamy Peanut and Natural Honey Spread, 16.3-Ounce Plastic Jars (Pack of 6)",29.97
141,141,,Starbucks VIA&reg; Ready Brew by Starbucks Coffee,0.0
142,142,,"thinkThin Chocolate Covered Strawberries, Gluten Free, 1.76-Ounce Bar (Pack of 10)",21.99
143,143,A sophisticated take on cookies and cream for chocolate connoisseurs. Tiny bits of cocoa add the slightest hint of crunchiness to the creaminess of the white chocolate.,[FFP] Lindt LINDOR Stracciatella White Chocolate Truffles 60-Count Box,13.72
144,144,,"Lindt LINDOR Dark Chocolate Truffles ,60 Count Box",17.4
145,145,"Inspired by a secret recipe, the lindt master chocolatiers created a masterpiece with the beloved milk chocolate Lindor truffle. A delicate milk chocolate shell enrobes an irresistibly smooth milk chocolate center.",[FFP] Lindt LINDOR Milk Chocolate Truffles 60-Count Box,13.72
146,146,,"Lindt LINDOR White Chocolate Truffles ,60 Count Box",15.8
147,147,"Peanut butter and milk chocolate - a favorite flavor combination in a single, deliciously gourmet experience. A delicate milk chocolate shell enrobes an irresistibly smooth peanut butter and milk chocolate center.",[FFP] Lindt LINDOR Peanut Butter Milk Chocolate Truffles 60-Count Box,13.72
148,148,,"Lindt Excellence Chili Dark Chocolate Bar, 3.5-Ounce Packages (Pack of 12)",28.55
149,149,"Created with the exceptional quality and uncompromising standards of the world's best cafes, Melitta brings to life the feelings of the most romantic European Cafes.  True to our European heritage, we select only premium high grown coffees from the finest coffee producing regions around the world.  These top quality, hand-picked beans are then batch roasted and ground extra fine to release the full elegance of the coffee. The result isan exceptional flavor that is always rich and never bitter.  Just like the finest cafe coffee.","Melitta Caf? de Europa Gourmet Coffee, Classique Ground, Medium Roast, 11-Ounce (Pack of 3)",0.0
150,150,"Melitta coffees are made with only the highest quality 100% Arabica beans from Central and South America.  Melitta uses only high altitude beans that meet stringent European prep standards. These beans are roasted and ground extra fine to ensure a rich, smooth taste with no bitterness.  Once roasted, these beans are immediately vacuum packed in heavy 3-ply film to preserve their freshness and maximize shelf life. Our quality control department thoroughly tests each production run, from bean to cup, to ensure that our high standards are met time after time. The result is an exceptional and satisfying full flavor cup of coffee.","Melitta Caf&eacute; de Europa Gourmet Coffee, Vienna Roast Ground, Dark Roast, 10 Ounce (Pack of 3)",0.0
151,151,"Created with the exceptional quality and uncompromising standards of the world's best cafes, Melitta brings to life the feelings of the most romantic European Cafes.  True to our European heritage, we select only premium high grown coffees from the finest coffee producing regions around the world.  These top quality, hand-picked beans are then batch roasted and ground extra fine to release the full elegance of the coffee. The result isan exceptional flavor that is always rich and never bitter.  Just like the finest cafe coffee.","Melitta Caf? de Europa Gourmet Coffee, Blanc et Noir Ground, Light &amp; Dark Roast, 11-Ounce (Pack of 3)",16.44
152,152,"Melitta coffees are made with only the highest quality 100% Arabica beans from Central and South America.  Melitta uses only high altitude beans that meet stringent European prep standards. These beans are roasted and ground extra fine to ensure a rich, smooth taste with no bitterness.  Once roasted, these beans are immediately vacuum packed in heavy 3-ply film to preserve their freshness and maximize shelf life. Our quality control department thoroughly tests each production run, from bean to cup, to ensure that our high standards are met time after time. The result is an exceptional and satisfying full flavor cup of coffee.","Melitta Cafe de Europa Gourmet Coffee, Riviera Sunset Decaffeinated Ground, Medium Roast, 10-Ounce (Pack of 3)",28.5
153,153,"Melitta coffees are made with only the highest quality 100% Arabica beans from Central and South America.  Melitta uses only high altitude beans that meet stringent European prep standards. These beans are roasted and ground extra fine to ensure a rich, smooth taste with no bitterness.  Once roasted, these beans are immediately vacuum packed in heavy 3-ply film to preserve their freshness and maximize shelf life. Our quality control department thoroughly tests each production run, from bean to cup, to ensure that our high standards are met time after time. The result is an exceptional and satisfying full flavor cup of coffee.","Melitta Caf&eacute; de Europa Gourmet Coffee, Hazelnut Cr&egrave;me Brulee Ground,Flavored, 11-Ounce (Pack of 3)",0.0
154,154,"Melitta coffees are made with only the highest quality 100% Arabica beans from Central and South America.  Melitta uses only high altitude beans that meet stringent European prep standards. These beans are roasted and ground extra fine to ensure a rich, smooth taste with no bitterness.  Once roasted, these beans are immediately vacuum packed in heavy 3-ply film to preserve their freshness and maximize shelf life. Our quality control department thoroughly tests each production run, from bean to cup, to ensure that our high standards are met time after time. The result is an exceptional and satisfying full flavor cup of coffee.","Melitta Caf? de Europa Gourmet Coffee, Parisian Vanilla Ground, Flavored, 11-Ounce (Pack of 3)",16.44
155,155,"Give them the break they'll crave! Yummy Caf&#xE9; Latte Mocha, Bellagio gourmet hot cocoa, paired with classic chocolate wafer cookies, Torani chocolate biscotti, chocolate truffles, and Numi tea will make this a true coffee break!","Wine.com Cup of Coffee &amp; Tea, Cup &amp; Saucer Gift Basket",0.0
156,156,,"Wholesome Sweeteners Organic Fair Trade Honey, 16-Ounce Bottles (Pack of 3)",29.6
157,157,"Our new granulated blend lets you cook and bake like you do with sugar, giving you the moistness, tenderness and browning you want, but with only half the calories. Simply substitute 1/2 cup of SUN CRYSTALS Granulated Blend for 1 cup of sugar. It&#x2019;s that easy.","Sun Crystals Stevia and Sugar Cane Granular Sweetener, 1-Pound Bags (Pack of 3)",0.0
158,158,"From its humble beginnings in 1877 as a small shop and bakery in Parma, Italy, Barilla has grown and strived to become the internationally trusted brand of pastas, sauces and Italian entr&#xE9;es that it is today. Our mission is to help people live better by bringing well-being and the joy of eating into their everyday lives. Barilla values its customers and employees, and believes that a sense of belonging, courage, and intellectual curiosity inspire our company&#x2019;s behavior and characterize our people. Barilla has always linked its development to customers&#x2019; wellbeing and to the communities in which it operates. The Italian food tradition of superior quality and simple recipes is alive and well with Barilla&#x2019;s line of Italian products. Let us transport you with our delicious and high quality pastas.","Barilla Three Cheese Tortellini, Family, 12 oz (Pack of 4)",31.46
159,159,,"Barilla Whole Grain Linguine Pasta, 13.25 Ounce Boxes (Pack of 20)",35.99
160,160,"From its humble beginnings in 1877 as a small shop and bakery in Parma, Italy, Barilla has grown and strived to become the internationally trusted brand of pastas, sauces and Italian entr&#xE9;es that it is today. Our mission is to help people live better by bringing well-being and the joy of eating into their everyday lives. Barilla values its customers and employees, and believes that a sense of belonging, courage, and intellectual curiosity inspire our company&#x2019;s behavior and characterize our people. Barilla has always linked its development to customers&#x2019; wellbeing and to the communities in which it operates. The Italian food tradition of superior quality and simple recipes is alive and well with Barilla&#x2019;s line of Italian products. Let us transport you with our delicious and high quality pastas.","Barilla Spaghetti Pasta, 32 Ounce Boxes (Pack of 6)",19.99
161,161,,"KIND Fruit &amp; Nut, Fruit &amp; Nut Delight, All Natural, Gluten Free Bars  1.4 oz. (Pack of 12)",18.79
162,162,"We make it a little easier to feed our kids well.  Ragu gives kids more than a full serving of veggies in every half cup of red sauce.  And it's all natural, without any additives or preservatives.  Since 1937, Ragu has brought smiles to kids' faces with our delicious, all nutural pasta sauce.  Today, we're more committed than ever to providing busy moms and dads with more ways to make nutritious, easy to prepare meals that are just right for fueling growing appetites - and imaginations.","Ragu Pasta Sauce, Old World Style, Traditional, 45Ounce Bottles (Pack of 4)",27.63
163,163,"This Enfagrow PREMIUM Toddler product includes the nutrients to help support your toddler's physical growth and mental development. A nutritious alternative to milk, this product has over 25 nutrients and DHA that help support the growth of toddlers nine months and up. This product is part of Enfamil Staged Nutrition, along with Enfamil PREMIUM Newborn and Enfamil PREMIUM Infant (sold separately).PREMIUM ToddlerAt a Glance:Provides your toddler with tailored nutritionOffers a nutritious alternative to milkHelps support growth and brain developmentHelps support a toddler's developing immune systemDeveloped by Mead Johnson, a leading provider of science-based pediatric nutrition products for over 100 yearsOver 25 nutrients provide tailored nutrition for your toddler.View larger.View details.Helps support growth, brain, and immune system development.View larger.Tailored for Your Toddler's NutritionAs toddlers transition into new foods, ensuring complete nutrition can become more of a challenge. Enfagrow&trade; PREMIUM&trade; Toddler helps toddlers get the nutrients they may still need- even after they outgrow infant formula.Enfagrow PREMIUM Toddler helps support the immune system as well as growth and brain development. A nutritious alternative to milk, this product has the DHA that milk lacks. It also has over 25 nutrients, including Iron, Vitamin C, and Vitamin E, to help support growth and development.Triple Health GuardEnfagrow PREMIUM Toddler has Triple Health Guard to help support the immune system as well as growth and brain development.With over 25 nutrients to support growth, this product offers tailored nutrition for toddlers. Since approximately 85 percent of brain growth will be completed by age three, this product includes omega-3 DHA, and iron, building blocks of the toddler's developing brain. It also includes vitamin C, vitamin E, antioxidants, and other nutrients that help support your toddler's growth and developing immune system.Enfagrow PREMIUM Toddler is intended as part of a balanced diet. All kids should eat and drink healthfully and get plenty of exercise.About Enfamil: Inspired by MomBacked by a century of innovation, Mead Johnson strives to be the world's leading provider of science-based pediatric nutrition products. They are dedicated to helping provide infants and children with the best start in life.Over the years, Mead Johnson has produced an impressive array of infant formula, vitamin, and specialty nutritional innovations including Enfamil, their leading product today.What's in the BoxEnfagrow PREMIUM Toddler 21-Ounce Can.Information current as of March 9, 2012.Mead Johnson is proud to have a full line of infant formulas to meet the needs of babiesFor NewbornsFor Most InfantsFor Fussiness and GasEnfamil PREMIUM NewbornEnfamil PREMIUM InfantEnfamil GentleaseFor Cow's Milk AllergyFor Spit UpFor Soy PreferenceNutramigen with Enflora LGGEnfamil A.R.Enfamil ProSobeeFor ToddlersFor Most ToddlersEnfagrow PREMIUM ToddlerFor Fussiness and GasEnfagrow GentleaseFor Soy PreferenceEnfagrow SoyFor Older ToddlersEnfagrow PREMIUM Vanilla","Enfagrow Toddler Transitions Formula, 9 Months and Up, 21-Ounce Can, Packaging May Vary",15.0
